                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.5021,                 1.9812,                 1.8101,                0.27051,                 0.4943,                 0.2905,                0.18844,                 1.2788,                  2.042,                 1.6141,              0.0012309,              0.0012309,              0.0012309
                     23,                 1.5092,                 2.0254,                 1.8108,                0.32502,                0.40334,                0.30756,                0.21075,                  1.316,                 2.0076,                 1.6217,              0.0012215,              0.0012215,              0.0012215
                     24,                 1.4795,                 1.9682,                 1.8018,                0.41947,                0.43023,                0.33812,                0.21704,                 1.2595,                 2.0067,                 1.5828,              0.0012121,              0.0012121,              0.0012121
                     25,                 1.4688,                 1.9892,                 1.7941,                0.37748,                0.38416,                0.31943,                0.21281,                 1.2264,                 2.0194,                 1.5636,              0.0012026,              0.0012026,              0.0012026
                     26,                 1.4753,                 1.9442,                 1.7878,                0.35663,                 0.4581,                0.32248,                0.21605,                 1.2354,                 2.0218,                 1.5924,              0.0011932,              0.0011932,              0.0011932
                     27,                 1.4346,                 1.8948,                  1.748,                0.36924,                0.41682,                0.34195,                0.23356,                 1.1905,                 2.1839,                 1.5585,              0.0011838,              0.0011838,              0.0011838
                     28,                 1.4387,                 1.9104,                 1.7333,                0.40099,                0.47436,                 0.3824,                0.25175,                 1.2113,                 1.8188,                 1.5636,              0.0011744,              0.0011744,              0.0011744
                     29,                 1.4484,                 1.8612,                  1.746,                0.29908,                0.44245,                0.32326,                0.22322,                 1.2349,                 1.9884,                 1.5614,              0.0011649,              0.0011649,              0.0011649
                     30,                 1.4279,                  1.871,                  1.735,                 0.3314,                0.47053,                0.33721,                0.23179,                 1.1913,                 2.0174,                 1.5507,              0.0011555,              0.0011555,              0.0011555
                     31,                 1.4537,                 1.8715,                 1.7386,                0.48549,                0.41053,                0.39344,                 0.2942,                 1.1862,                 1.7985,                 1.5435,              0.0011461,              0.0011461,              0.0011461
                     32,                 1.4204,                 1.8345,                  1.729,                 0.4587,                0.42868,                0.40232,                0.26951,                 1.2233,                 1.8539,                 1.5636,              0.0011366,              0.0011366,              0.0011366
                     33,                 1.4089,                 1.8579,                 1.7166,                0.50094,                0.34783,                0.38298,                 0.2824,                  1.186,                 1.8847,                 1.5298,              0.0011272,              0.0011272,              0.0011272
                     34,                 1.3863,                 1.8316,                 1.7105,                 0.3573,                0.37781,                0.38554,                 0.2608,                 1.1971,                 2.0592,                 1.5462,              0.0011178,              0.0011178,              0.0011178
                     35,                 1.3896,                 1.7981,                 1.6948,                0.42197,                0.42607,                0.37082,                0.26089,                 1.1928,                 1.8692,                 1.5138,              0.0011083,              0.0011083,              0.0011083
                     36,                 1.3778,                 1.7718,                 1.6869,                0.40009,                0.47002,                0.41908,                0.30077,                 1.1768,                 1.7228,                 1.5277,              0.0010989,              0.0010989,              0.0010989
                     37,                 1.3847,                 1.8042,                 1.6919,                0.49558,                 0.4241,                0.42266,                0.29564,                 1.1871,                 1.8462,                 1.5187,              0.0010895,              0.0010895,              0.0010895
                     38,                 1.3765,                 1.7653,                 1.6811,                0.43299,                 0.4657,                0.40511,                0.29745,                 1.1774,                 1.8031,                 1.5154,                0.00108,                0.00108,                0.00108
                     39,                 1.3868,                 1.7473,                 1.6929,                0.52709,                0.45572,                0.44761,                0.33113,                 1.1715,                 1.7263,                 1.5051,              0.0010706,              0.0010706,              0.0010706
                     40,                   1.35,                 1.6934,                 1.6693,                0.36094,                0.49327,                0.40163,                0.28208,                 1.1844,                 1.9052,                 1.5406,              0.0010612,              0.0010612,              0.0010612
                     41,                 1.3611,                 1.6989,                 1.6645,                0.43631,                0.49524,                0.39199,                0.28172,                 1.1725,                 1.9551,                 1.5036,              0.0010517,              0.0010517,              0.0010517
                     42,                 1.3794,                 1.7297,                 1.6864,                0.43187,                0.49319,                0.39859,                0.28364,                 1.1961,                 1.7764,                 1.5417,              0.0010423,              0.0010423,              0.0010423
                     43,                 1.3156,                 1.6753,                  1.645,                0.40116,                0.48473,                0.43611,                0.31952,                 1.1947,                 1.8354,                 1.5047,              0.0010329,              0.0010329,              0.0010329
                     44,                 1.3315,                 1.6548,                 1.6468,                0.44181,                0.47567,                0.44425,                0.31208,                 1.1575,                 1.6743,                 1.4968,              0.0010234,              0.0010234,              0.0010234
                     45,                 1.3267,                  1.647,                 1.6338,                0.45364,                 0.5728,                  0.431,                0.29509,                 1.2146,                 1.7849,                 1.5054,               0.001014,               0.001014,               0.001014
                     46,                 1.3433,                 1.6538,                 1.6396,                0.46229,                  0.519,                 0.4408,                0.32205,                 1.1753,                 1.6692,                 1.5117,              0.0010046,              0.0010046,              0.0010046
                     47,                 1.3293,                   1.63,                 1.6282,                0.55882,                 0.4147,                0.43679,                0.30598,                 1.2506,                  1.759,                 1.5609,             0.00099516,             0.00099516,             0.00099516
                     48,                 1.3074,                 1.6339,                 1.6221,                0.51629,                0.47484,                0.44446,                0.31867,                 1.1952,                 1.7377,                 1.4992,             0.00098572,             0.00098572,             0.00098572
                     49,                 1.3151,                 1.6397,                 1.6141,                0.49096,                0.50181,                0.43653,                0.31994,                 1.1461,                 1.8331,                  1.477,             0.00097629,             0.00097629,             0.00097629
                     50,                 1.3256,                  1.611,                 1.6244,                0.54184,                0.46734,                 0.4661,                0.34913,                 1.1843,                 1.6493,                 1.4973,             0.00096686,             0.00096686,             0.00096686
                     51,                 1.3089,                 1.6023,                 1.6232,                0.35364,                 0.5547,                 0.3826,                0.27853,                 1.1703,                 1.8306,                 1.4876,             0.00095743,             0.00095743,             0.00095743
                     52,                 1.3107,                 1.5927,                 1.6182,                0.54851,                0.50587,                0.47909,                0.33117,                 1.2114,                 2.0493,                 1.5192,               0.000948,               0.000948,               0.000948
                     53,                 1.2969,                 1.5942,                 1.5903,                0.50522,                0.53564,                0.46006,                0.31925,                 1.1901,                  1.644,                 1.4905,             0.00093857,             0.00093857,             0.00093857
                     54,                 1.2814,                 1.5762,                 1.5943,                0.54093,                0.45934,                0.46826,                0.32524,                 1.1358,                 1.7144,                 1.4845,             0.00092914,             0.00092914,             0.00092914
                     55,                 1.2871,                 1.5635,                 1.6008,                0.42432,                0.54067,                 0.4366,                0.31516,                 1.1524,                 1.7537,                 1.4694,              0.0009197,              0.0009197,              0.0009197
                     56,                 1.2771,                 1.5657,                 1.5933,                0.53856,                0.49768,                0.46126,                0.32311,                 1.1799,                 1.6656,                 1.4944,             0.00091027,             0.00091027,             0.00091027
                     57,                 1.2573,                 1.5525,                 1.5749,                0.48883,                0.50752,                0.46899,                0.33079,                 1.1435,                 1.6891,                 1.4838,             0.00090084,             0.00090084,             0.00090084
                     58,                 1.2529,                  1.528,                 1.5757,                0.58269,                0.48608,                0.48123,                0.32622,                 1.1338,                 1.6853,                 1.4887,             0.00089141,             0.00089141,             0.00089141
                     59,                 1.2601,                 1.5065,                 1.5803,                0.52936,                0.47375,                0.48524,                0.35046,                 1.1456,                 1.6255,                 1.4725,             0.00088198,             0.00088198,             0.00088198
                     60,                 1.2458,                  1.513,                 1.5657,                0.46817,                0.48739,                0.44448,                0.31482,                 1.1465,                 1.6932,                 1.4732,             0.00087255,             0.00087255,             0.00087255
                     61,                 1.2373,                 1.4745,                 1.5503,                0.56671,                0.44844,                0.45633,                0.34783,                 1.1352,                 1.6834,                 1.4489,             0.00086312,             0.00086312,             0.00086312
                     62,                 1.2332,                 1.4608,                  1.563,                0.54673,                0.56802,                0.49581,                0.36613,                 1.1787,                  1.738,                 1.4927,             0.00085368,             0.00085368,             0.00085368
                     63,                 1.2245,                 1.4483,                 1.5355,                0.54453,                0.47023,                0.47666,                0.34409,                 1.1315,                 1.6504,                 1.4548,             0.00084425,             0.00084425,             0.00084425
                     64,                 1.2346,                 1.4262,                  1.542,                0.62082,                0.51906,                 0.5225,                0.37324,                 1.1341,                 1.6666,                 1.4781,             0.00083482,             0.00083482,             0.00083482
                     65,                 1.2035,                 1.4361,                 1.5211,                0.54279,                0.50123,                0.49374,                0.35594,                 1.1448,                 1.5909,                 1.4683,             0.00082539,             0.00082539,             0.00082539
                     66,                 1.2067,                 1.4457,                 1.5438,                0.60311,                0.49003,                0.48991,                0.34307,                 1.1107,                 1.7407,                 1.4664,             0.00081596,             0.00081596,             0.00081596
                     67,                 1.2204,                 1.4364,                 1.5357,                0.65767,                0.49599,                0.52645,                0.37995,                 1.1082,                 1.5878,                 1.4475,             0.00080653,             0.00080653,             0.00080653
                     68,                 1.1991,                 1.4346,                 1.5283,                0.61096,                0.56185,                0.57367,                 0.4318,                 1.1204,                  1.442,                 1.4483,              0.0007971,              0.0007971,              0.0007971
                     69,                 1.2148,                 1.4209,                 1.5351,                0.50545,                0.51142,                0.44197,                0.31157,                 1.1469,                 1.6741,                 1.4653,             0.00078766,             0.00078766,             0.00078766
                     70,                 1.1991,                 1.4055,                 1.5186,                0.52107,                 0.5464,                0.50145,                0.36014,                   1.14,                 1.5765,                 1.4627,             0.00077823,             0.00077823,             0.00077823
                     71,                 1.2105,                  1.397,                 1.5194,                0.57612,                0.46011,                0.50725,                0.37342,                 1.1328,                 1.6076,                 1.4639,              0.0007688,              0.0007688,              0.0007688
                     72,                 1.1978,                 1.3688,                 1.5016,                0.52459,                0.52672,                0.49159,                0.36213,                 1.1014,                 1.5827,                 1.4501,             0.00075937,             0.00075937,             0.00075937
                     73,                 1.2049,                 1.3555,                 1.5083,                0.41559,                0.56298,                0.45743,                0.33025,                 1.1197,                 1.8899,                 1.4606,             0.00074994,             0.00074994,             0.00074994
                     74,                 1.1924,                 1.3886,                 1.5195,                0.62221,                0.43958,                0.48926,                 0.3625,                 1.1558,                  1.636,                 1.4799,             0.00074051,             0.00074051,             0.00074051
                     75,                 1.1621,                 1.3199,                 1.4986,                0.59584,                0.50337,                0.54108,                0.40187,                 1.1113,                 1.4693,                 1.4546,             0.00073108,             0.00073108,             0.00073108
                     76,                 1.1721,                 1.3464,                 1.4993,                0.60136,                0.52535,                0.50598,                 0.3796,                 1.1095,                 1.5758,                 1.4517,             0.00072164,             0.00072164,             0.00072164
                     77,                 1.1612,                 1.3298,                 1.4874,                0.50199,                0.52465,                0.47236,                0.34755,                 1.1201,                 1.5718,                  1.447,             0.00071221,             0.00071221,             0.00071221
                     78,                 1.1751,                 1.3289,                 1.4944,                0.59615,                0.51813,                0.52705,                 0.3703,                 1.1522,                 1.7276,                 1.4833,             0.00070278,             0.00070278,             0.00070278
                     79,                 1.1694,                 1.2957,                 1.4861,                0.63409,                0.48884,                0.49072,                0.36128,                 1.1246,                 1.6959,                 1.4634,             0.00069335,             0.00069335,             0.00069335
                     80,                 1.1561,                 1.3353,                 1.4948,                0.57963,                0.53021,                0.52462,                0.39129,                 1.1346,                 1.5157,                  1.468,             0.00068392,             0.00068392,             0.00068392
                     81,                 1.1505,                 1.2705,                 1.4737,                0.59563,                0.50731,                0.54272,                0.39969,                 1.1321,                 1.5131,                 1.4622,             0.00067449,             0.00067449,             0.00067449
                     82,                 1.1532,                 1.2981,                 1.4726,                 0.6849,                0.53142,                0.53803,                0.39041,                 1.1304,                 1.4979,                 1.4767,             0.00066506,             0.00066506,             0.00066506
                     83,                 1.1465,                 1.2888,                 1.4684,                0.55957,                0.55524,                0.51628,                0.37914,                 1.1173,                 1.6183,                   1.45,             0.00065563,             0.00065563,             0.00065563
                     84,                 1.1487,                 1.2632,                 1.4743,                0.63926,                0.52012,                0.51675,                 0.3745,                 1.1473,                 1.5042,                  1.482,             0.00064619,             0.00064619,             0.00064619
                     85,                 1.1398,                 1.2439,                 1.4556,                0.60271,                0.52485,                0.51151,                0.38386,                 1.0952,                 1.5712,                  1.431,             0.00063676,             0.00063676,             0.00063676
                     86,                 1.1391,                  1.247,                 1.4629,                0.73523,                0.51478,                0.54951,                0.39701,                 1.1389,                 1.5611,                 1.4784,             0.00062733,             0.00062733,             0.00062733
                     87,                 1.1144,                 1.2481,                 1.4632,                0.59481,                0.57031,                0.54696,                0.40927,                 1.1126,                 1.5836,                 1.4517,              0.0006179,              0.0006179,              0.0006179
                     88,                 1.1608,                 1.2492,                 1.4703,                0.68349,                0.49529,                0.54533,                0.41683,                   1.14,                  1.562,                 1.4604,             0.00060847,             0.00060847,             0.00060847
                     89,                 1.1167,                 1.2394,                 1.4487,                0.62568,                0.49896,                0.55535,                0.41077,                 1.1005,                   1.53,                 1.4469,             0.00059904,             0.00059904,             0.00059904
                     90,                 1.1231,                 1.2462,                 1.4656,                0.59315,                 0.5258,                0.53718,                 0.3818,                 1.1271,                 1.4782,                 1.4782,             0.00058961,             0.00058961,             0.00058961
                     91,                 1.0972,                 1.1951,                 1.4442,                0.64678,                0.51146,                0.52909,                0.38298,                 1.1114,                 1.6898,                 1.4584,             0.00058017,             0.00058017,             0.00058017
                     92,                  1.111,                 1.1974,                 1.4521,                0.58753,                0.48752,                0.49577,                0.36901,                 1.1083,                 1.6802,                 1.4391,             0.00057074,             0.00057074,             0.00057074
                     93,                 1.1004,                 1.1764,                 1.4273,                0.54068,                0.51084,                0.51423,                0.37663,                 1.1161,                 1.5586,                 1.4443,             0.00056131,             0.00056131,             0.00056131
                     94,                 1.0918,                 1.1845,                 1.4167,                0.66452,                0.53464,                0.55074,                0.39232,                 1.1358,                  1.515,                 1.4651,             0.00055188,             0.00055188,             0.00055188
                     95,                 1.1185,                 1.1862,                 1.4476,                0.59335,                0.57238,                0.54224,                0.41001,                 1.1069,                 1.4964,                 1.4365,             0.00054245,             0.00054245,             0.00054245
                     96,                 1.0904,                 1.1682,                 1.4133,                0.68912,                0.53125,                0.56316,                0.41285,                 1.1243,                 1.5419,                 1.4552,             0.00053302,             0.00053302,             0.00053302
                     97,                 1.0959,                 1.1668,                 1.4262,                0.57622,                0.51475,                0.53762,                0.40082,                 1.1126,                 1.4815,                 1.4446,             0.00052359,             0.00052359,             0.00052359
                     98,                 1.0776,                 1.1347,                 1.4027,                0.62054,                0.51906,                0.53058,                0.39817,                 1.1069,                 1.5791,                 1.4449,             0.00051415,             0.00051415,             0.00051415
                     99,                  1.072,                 1.1407,                 1.4017,                0.64062,                0.52824,                0.57912,                0.43745,                 1.0954,                 1.4643,                 1.4209,             0.00050472,             0.00050472,             0.00050472
                    100,                 1.0854,                 1.1566,                 1.4282,                0.63861,                0.49805,                0.53461,                0.40733,                 1.0921,                 1.6005,                  1.421,             0.00049529,             0.00049529,             0.00049529
                    101,                 1.0746,                 1.1174,                  1.418,                0.55529,                 0.5639,                0.54246,                0.40588,                 1.1162,                 1.5657,                 1.4523,             0.00048586,             0.00048586,             0.00048586
                    102,                 1.0426,                 1.1172,                 1.4036,                0.61559,                0.54139,                 0.5631,                0.41733,                 1.1195,                 1.4546,                 1.4442,             0.00047643,             0.00047643,             0.00047643
                    103,                 1.0456,                 1.0989,                 1.3944,                0.56675,                0.56553,                0.53796,                0.39323,                 1.1058,                  1.594,                  1.433,               0.000467,               0.000467,               0.000467
                    104,                 1.0501,                 1.1076,                 1.3898,                0.71913,                0.51128,                0.56886,                0.43029,                 1.0901,                 1.4292,                 1.4315,             0.00045757,             0.00045757,             0.00045757
                    105,                 1.0408,                 1.1098,                  1.396,                0.63674,                0.53029,                0.51041,                0.38269,                 1.0936,                 1.6854,                 1.4398,             0.00044813,             0.00044813,             0.00044813
                    106,                 1.0559,                 1.1165,                 1.3977,                0.67779,                0.51331,                0.56885,                0.42797,                 1.0845,                  1.454,                  1.429,              0.0004387,              0.0004387,              0.0004387
                    107,                 1.0546,                 1.0934,                 1.3945,                0.58531,                0.54926,                0.55911,                0.42344,                 1.0815,                  1.487,                 1.4181,             0.00042927,             0.00042927,             0.00042927
                    108,                 1.0629,                  1.091,                 1.3928,                 0.6558,                0.49194,                0.54016,                0.38487,                 1.1208,                   1.55,                 1.4514,             0.00041984,             0.00041984,             0.00041984
                    109,                 1.0374,                 1.0647,                 1.3784,                 0.5972,                 0.5365,                0.54976,                 0.4033,                 1.1082,                 1.5546,                 1.4419,             0.00041041,             0.00041041,             0.00041041
                    110,                 1.0267,                 1.0395,                 1.3789,                 0.6235,                0.58138,                0.54477,                0.39285,                 1.1026,                 1.5436,                  1.444,             0.00040098,             0.00040098,             0.00040098
                    111,                 1.0254,                 1.0566,                 1.3765,                0.64446,                0.52124,                0.55285,                0.41263,                 1.1028,                 1.4799,                 1.4345,             0.00039155,             0.00039155,             0.00039155
                    112,                 1.0299,                 1.0477,                 1.3693,                0.61997,                0.55936,                0.56925,                0.41837,                 1.0948,                 1.5364,                 1.4306,             0.00038211,             0.00038211,             0.00038211
                    113,                 1.0277,                 1.0245,                  1.369,                0.69111,                0.54091,                0.56419,                 0.4163,                 1.0926,                 1.5611,                 1.4297,             0.00037268,             0.00037268,             0.00037268
                    114,                 1.0226,                  1.021,                 1.3667,                0.64931,                0.55448,                0.55562,                 0.4143,                 1.1215,                 1.4866,                 1.4563,             0.00036325,             0.00036325,             0.00036325
                    115,                 1.0299,                 1.0264,                 1.3753,                0.65353,                0.53134,                  0.555,                0.41091,                 1.1252,                 1.5171,                 1.4553,             0.00035382,             0.00035382,             0.00035382
                    116,                 1.0049,                 1.0131,                 1.3588,                0.58002,                0.58811,                0.55722,                0.41389,                 1.0965,                 1.5567,                 1.4378,             0.00034439,             0.00034439,             0.00034439
                    117,                 1.0158,                 1.0064,                 1.3511,                0.66492,                0.54421,                0.57245,                0.43109,                 1.1069,                 1.4791,                  1.434,             0.00033496,             0.00033496,             0.00033496
                    118,                0.99961,                 1.0169,                 1.3533,                0.60587,                0.54831,                0.52958,                0.40603,                 1.1159,                 1.6304,                 1.4484,             0.00032553,             0.00032553,             0.00032553
                    119,                 1.0107,                 1.0043,                 1.3613,                 0.5429,                 0.5944,                0.53906,                 0.3877,                 1.1149,                 1.5375,                 1.4432,             0.00031609,             0.00031609,             0.00031609
                    120,                0.98434,                 1.0058,                 1.3506,                0.67661,                0.50536,                0.56412,                0.41836,                 1.1237,                 1.5029,                 1.4521,             0.00030666,             0.00030666,             0.00030666
                    121,                0.98713,                0.99289,                 1.3305,                0.57451,                0.57936,                0.55038,                0.40905,                 1.1204,                 1.5046,                 1.4659,             0.00029723,             0.00029723,             0.00029723
                    122,                0.99009,                 1.0036,                 1.3492,                0.63982,                0.55194,                0.56718,                0.41807,                 1.1043,                 1.5525,                  1.439,              0.0002878,              0.0002878,              0.0002878
                    123,                0.99056,                0.96164,                 1.3458,                0.69524,                0.51412,                0.55478,                0.40612,                 1.0895,                 1.5845,                 1.4164,             0.00027837,             0.00027837,             0.00027837
                    124,                0.99068,                0.97105,                 1.3372,                0.63233,                0.53848,                0.55697,                0.40456,                 1.1192,                 1.4926,                 1.4514,             0.00026894,             0.00026894,             0.00026894
                    125,                0.98735,                 0.9591,                 1.3304,                0.63939,                0.51895,                0.53951,                0.38554,                 1.1334,                 1.5454,                 1.4615,             0.00025951,             0.00025951,             0.00025951
                    126,                0.95876,                0.94757,                 1.3293,                0.72789,                0.50761,                0.56663,                0.41265,                  1.104,                 1.5386,                 1.4337,             0.00025007,             0.00025007,             0.00025007
                    127,                 1.0027,                0.97675,                 1.3495,                0.68029,                0.54188,                0.56081,                0.41577,                 1.1094,                 1.5615,                 1.4361,             0.00024064,             0.00024064,             0.00024064
                    128,                0.98906,                0.95626,                 1.3428,                 0.7141,                0.49583,                0.57924,                0.42319,                 1.1176,                  1.445,                 1.4463,             0.00023121,             0.00023121,             0.00023121
                    129,                0.95719,                 0.9326,                 1.3166,                0.70647,                 0.5247,                 0.5711,                0.41967,                 1.1207,                 1.5171,                  1.447,             0.00022178,             0.00022178,             0.00022178
                    130,                0.96461,                0.92696,                 1.3223,                0.64556,                0.54583,                0.55408,                 0.4055,                 1.1359,                 1.5808,                 1.4494,             0.00021235,             0.00021235,             0.00021235
                    131,                   0.97,                0.91744,                 1.3202,                0.71286,                0.49473,                0.57931,                0.41982,                 1.1277,                 1.4766,                 1.4541,             0.00020292,             0.00020292,             0.00020292
                    132,                0.96966,                0.93776,                 1.3233,                0.65478,                0.51608,                0.54695,                0.39169,                 1.1301,                 1.5558,                  1.452,             0.00019349,             0.00019349,             0.00019349
                    133,                0.95099,                0.91445,                 1.3138,                 0.6675,                0.55179,                0.56973,                0.42023,                 1.1277,                 1.5379,                 1.4439,             0.00018406,             0.00018406,             0.00018406
                    134,                0.94926,                 0.9177,                 1.3169,                0.72008,                0.51654,                0.56956,                0.41972,                  1.133,                 1.4911,                  1.447,             0.00017462,             0.00017462,             0.00017462
                    135,                0.96452,                 0.9077,                 1.3155,                0.73442,                0.55097,                0.58082,                0.42284,                 1.1353,                 1.4731,                 1.4552,             0.00016519,             0.00016519,             0.00016519
                    136,                0.94796,                0.89896,                 1.3033,                0.67974,                0.53336,                0.57272,                 0.4146,                 1.1246,                 1.4937,                  1.455,             0.00015576,             0.00015576,             0.00015576
                    137,                0.95773,                0.90304,                 1.3038,                0.71878,                0.54592,                0.58554,                0.43123,                 1.1334,                 1.4662,                 1.4545,             0.00014633,             0.00014633,             0.00014633
                    138,                0.94956,                0.89768,                 1.3163,                0.65654,                0.54743,                0.57873,                0.42164,                 1.1375,                 1.4718,                 1.4579,              0.0001369,              0.0001369,              0.0001369
                    139,                0.95871,                0.88503,                 1.3154,                0.69979,                0.54324,                0.58797,                0.43608,                 1.1288,                 1.4689,                 1.4551,             0.00012747,             0.00012747,             0.00012747
                    140,                0.93513,                0.87619,                 1.2976,                0.70949,                0.52608,                0.58767,                0.43114,                 1.1332,                   1.46,                 1.4587,             0.00011804,             0.00011804,             0.00011804
                    141,                0.89921,                0.83177,                 1.2742,                0.67992,                0.54021,                0.56686,                0.41251,                 1.1335,                 1.5617,                 1.4599,              0.0001086,              0.0001086,              0.0001086
                    142,                0.88378,                0.77745,                 1.2688,                0.66739,                0.54171,                0.56526,                0.40396,                 1.1385,                 1.5585,                 1.4695,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    143,                0.87846,                0.76578,                 1.2564,                0.60786,                0.58984,                0.57498,                0.40806,                 1.1479,                 1.5197,                 1.4681,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    144,                0.87357,                0.75415,                 1.2571,                0.69598,                0.53962,                0.57828,                0.41707,                 1.1476,                 1.5108,                  1.473,              8.031e-05,              8.031e-05,              8.031e-05
                    145,                 0.8735,                0.76666,                  1.261,                 0.7229,                0.51433,                0.58405,                 0.4182,                 1.1387,                 1.5254,                 1.4629,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    146,                0.86675,                 0.7582,                 1.2591,                0.66183,                0.55617,                0.57789,                0.41167,                 1.1376,                 1.5017,                 1.4621,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    147,                0.86629,                0.74724,                 1.2538,                0.68098,                0.55368,                0.57805,                0.41634,                 1.1477,                 1.5337,                 1.4692,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    148,                0.86168,                0.75211,                 1.2459,                0.68823,                0.54187,                0.58141,                0.42509,                 1.1261,                 1.4834,                 1.4555,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    149,                0.85801,                0.73701,                 1.2424,                0.70048,                0.53067,                0.57853,                0.41474,                 1.1347,                 1.5212,                  1.461,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    150,                 0.8529,                0.72132,                 1.2391,                0.71567,                0.52039,                0.57275,                 0.4185,                 1.1289,                 1.5176,                 1.4569,             2.3721e-05,             2.3721e-05,             2.3721e-05
